support_case_id,date_key,station_id,opened_at,closed_at,case_category,case_status,priority,channel,handling_hours,sla_target_hours,sla_breached_flag,repeat_contact_flag
CASE001440,20251014,ST003,2025-10-14 08:57:00,2025-10-15 11:57:00,Accessibility Assistance,Resolved,Medium,Station Desk,27,12,Y,N
CASE001441,20251014,ST002,2025-10-14 21:37:00,2025-10-18 12:37:00,Delay Compensation,Resolved,High,Email,87,96,N,N
CASE001442,20251014,ST014,2025-10-14 07:12:00,2025-10-14 19:12:00,Information Request,Resolved,Medium,Mobile App,12,24,N,N
CASE001443,20251014,ST003,2025-10-14 21:46:00,2025-10-15 15:46:00,Accessibility Assistance,Resolved,Medium,Mobile App,18,12,Y,N
CASE001444,20251015,ST015,2025-10-15 20:22:00,2025-10-18 01:22:00,Lost Property,Resolved,Medium,Mobile App,53,72,N,N
CASE001445,20251015,ST001,2025-10-15 09:08:00,2025-10-22 12:08:00,Lost Property,Resolved,Low,Email,171,72,Y,N
CASE001446,20251015,ST015,2025-10-15 19:00:00,2025-10-18 20:00:00,Information Request,Resolved,Medium,Station Desk,73,24,Y,N
CASE001447,20251015,ST016,2025-10-15 08:18:00,,Ticketing / Refund,Open,Medium,Email,,48,N,Y
CASE001448,20251015,ST010,2025-10-15 19:31:00,2025-10-16 23:31:00,Delay Compensation,Resolved,Medium,Web Form,28,96,N,N
CASE001449,20251015,ST005,2025-10-15 20:06:00,2025-10-25 00:06:00,Lost Property,Resolved,Medium,Station Desk,220,72,Y,N
CASE001450,20251016,ST002,2025-10-16 15:53:00,2025-10-20 19:53:00,Cleanliness Complaint,Resolved,Low,Web Form,100,36,Y,Y
CASE001451,20251016,ST002,2025-10-16 06:14:00,2025-10-16 19:14:00,Information Request,Resolved,High,Contact Centre,13,24,N,Y
CASE001452,20251016,ST001,2025-10-16 09:06:00,2025-10-18 21:06:00,Service Disruption Complaint,Resolved,Medium,Web Form,60,72,N,N
CASE001453,20251016,ST006,2025-10-16 22:48:00,2025-10-20 13:48:00,Service Disruption Complaint,Resolved,Medium,Email,87,72,Y,N
CASE001454,20251017,ST015,2025-10-17 16:14:00,2025-10-21 09:14:00,Delay Compensation,Resolved,Medium,Contact Centre,89,96,N,N
CASE001455,20251017,ST014,2025-10-17 21:30:00,,Delay Compensation,Pending Customer,High,Station Desk,,96,N,Y
CASE001456,20251017,ST007,2025-10-17 13:32:00,2025-10-23 03:32:00,Ticketing / Refund,Resolved,Low,Contact Centre,134,48,Y,N
CASE001457,20251017,ST005,2025-10-17 07:06:00,2025-10-17 15:06:00,Cleanliness Complaint,Resolved,Medium,Contact Centre,8,36,N,N
CASE001458,20251017,ST001,2025-10-17 15:27:00,2025-10-21 19:27:00,Lost Property,Resolved,Medium,Station Desk,100,72,Y,N
CASE001459,20251018,ST010,2025-10-18 16:16:00,2025-10-21 06:16:00,Ticketing / Refund,Resolved,Medium,Contact Centre,62,48,Y,Y
CASE001460,20251018,ST012,2025-10-18 11:59:00,2025-10-18 20:59:00,Delay Compensation,Resolved,Low,Email,9,96,N,N
CASE001461,20251018,ST014,2025-10-18 06:11:00,2025-10-19 13:11:00,Information Request,Resolved,Medium,Email,31,24,Y,N
CASE001462,20251018,ST014,2025-10-18 16:22:00,2025-10-25 15:22:00,Information Request,Resolved,Medium,Mobile App,167,24,Y,Y
CASE001463,20251018,ST014,2025-10-18 16:59:00,,Information Request,Pending Customer,Low,Contact Centre,,24,N,N
CASE001464,20251019,ST008,2025-10-19 15:27:00,,Staff Conduct,Pending Customer,High,Contact Centre,,72,N,N
CASE001465,20251019,ST003,2025-10-19 14:11:00,2025-10-19 22:11:00,Accessibility Assistance,Resolved,Medium,Contact Centre,8,12,N,N
CASE001466,20251019,ST003,2025-10-19 17:01:00,2025-10-20 00:01:00,Accessibility Assistance,Resolved,Low,Contact Centre,7,12,N,N
CASE001467,20251019,ST015,2025-10-19 08:56:00,2025-10-20 08:56:00,Ticketing / Refund,Resolved,Medium,Station Desk,24,48,N,Y
CASE001468,20251019,ST006,2025-10-19 14:39:00,2025-10-19 15:39:00,Delay Compensation,Resolved,Low,Web Form,1,96,N,Y
CASE001469,20251019,ST011,2025-10-19 19:24:00,2025-10-21 06:24:00,Delay Compensation,Resolved,Medium,Web Form,35,96,N,N
CASE001470,20251020,ST002,2025-10-20 13:02:00,2025-10-21 07:02:00,Ticketing / Refund,Resolved,Medium,Web Form,18,48,N,Y
CASE001471,20251020,ST001,2025-10-20 12:26:00,,Service Disruption Complaint,Pending Customer,High,Contact Centre,,72,N,N
CASE001472,20251020,ST002,2025-10-20 14:43:00,2025-10-24 21:43:00,Service Disruption Complaint,Resolved,Low,Email,103,72,Y,N
CASE001473,20251020,ST003,2025-10-20 19:54:00,2025-10-22 18:54:00,Ticketing / Refund,Resolved,Urgent,Mobile App,47,48,N,N
CASE001474,20251021,ST015,2025-10-21 16:58:00,2025-10-23 18:58:00,Delay Compensation,Resolved,Medium,Station Desk,50,96,N,N
CASE001475,20251021,ST008,2025-10-21 06:39:00,2025-10-21 07:39:00,Service Disruption Complaint,Resolved,High,Station Desk,1,72,N,N
CASE001476,20251021,ST006,2025-10-21 16:07:00,2025-10-24 09:07:00,Ticketing / Refund,Resolved,Medium,Web Form,65,48,Y,N
CASE001477,20251021,ST008,2025-10-21 13:37:00,2025-10-26 02:37:00,Service Disruption Complaint,Resolved,Urgent,Contact Centre,109,72,Y,N
CASE001478,20251021,ST001,2025-10-21 14:33:00,2025-10-24 16:33:00,Delay Compensation,Resolved,Low,Station Desk,74,96,N,Y
CASE001479,20251021,ST001,2025-10-21 21:02:00,,Service Disruption Complaint,Open,Medium,Station Desk,,72,N,N
CASE001480,20251022,ST001,2025-10-22 18:14:00,2025-10-25 17:14:00,Delay Compensation,Resolved,Medium,Email,71,96,N,N
CASE001481,20251022,ST003,2025-10-22 10:42:00,2025-10-23 13:42:00,Ticketing / Refund,Resolved,Medium,Mobile App,27,48,N,N
CASE001482,20251022,ST003,2025-10-22 16:25:00,2025-10-24 19:25:00,Lost Property,Resolved,High,Station Desk,51,72,N,N
CASE001483,20251023,ST004,2025-10-23 10:58:00,2025-10-25 23:58:00,Staff Conduct,Resolved,Low,Contact Centre,61,72,N,N
CASE001484,20251023,ST010,2025-10-23 14:54:00,2025-10-27 07:54:00,Lost Property,Resolved,Medium,Email,89,72,Y,Y
CASE001485,20251023,ST004,2025-10-23 20:10:00,2025-10-28 21:10:00,Lost Property,Resolved,Low,Contact Centre,121,72,Y,N
CASE001486,20251023,ST009,2025-10-23 07:42:00,,Service Disruption Complaint,Pending Customer,Medium,Contact Centre,,72,N,N
CASE001487,20251024,ST007,2025-10-24 06:19:00,2025-10-25 00:19:00,Accessibility Assistance,Resolved,Medium,Station Desk,18,12,Y,N
CASE001488,20251024,ST010,2025-10-24 18:49:00,2025-10-28 21:49:00,Staff Conduct,Resolved,Medium,Email,99,72,Y,N
CASE001489,20251024,ST008,2025-10-24 13:30:00,2025-10-27 01:30:00,Lost Property,Resolved,Medium,Mobile App,60,72,N,N
CASE001490,20251024,ST005,2025-10-24 06:52:00,2025-10-25 03:52:00,Service Disruption Complaint,Resolved,Low,Contact Centre,21,72,N,N
CASE001491,20251024,ST015,2025-10-24 12:36:00,2025-10-25 01:36:00,Accessibility Assistance,Resolved,Low,Mobile App,13,12,Y,Y
CASE001492,20251024,ST006,2025-10-24 13:05:00,2025-10-28 16:05:00,Staff Conduct,Resolved,High,Web Form,99,72,Y,N
CASE001493,20251025,ST010,2025-10-25 20:00:00,,Delay Compensation,Escalated,Medium,Station Desk,,96,N,Y
CASE001494,20251025,ST001,2025-10-25 17:12:00,,Accessibility Assistance,Pending Customer,High,Mobile App,,12,N,N
CASE001495,20251025,ST014,2025-10-25 08:00:00,2025-10-27 04:00:00,Staff Conduct,Resolved,Medium,Web Form,44,72,N,Y
CASE001496,20251025,ST002,2025-10-25 18:19:00,,Information Request,Pending Customer,Low,Contact Centre,,24,N,N
CASE001497,20251025,ST011,2025-10-25 19:25:00,2025-10-31 22:25:00,Delay Compensation,Resolved,Medium,Web Form,147,96,Y,Y
CASE001498,20251025,ST005,2025-10-25 17:56:00,2025-10-27 01:56:00,Information Request,Resolved,High,Web Form,32,24,Y,N
CASE001499,20251026,ST010,2025-10-26 17:18:00,,Service Disruption Complaint,Pending Customer,Medium,Mobile App,,72,N,N
CASE001500,20251026,ST010,2025-10-26 11:25:00,2025-10-26 23:25:00,Accessibility Assistance,Resolved,Medium,Web Form,12,12,N,N
CASE001501,20251026,ST015,2025-10-26 16:25:00,,Service Disruption Complaint,Escalated,Medium,Mobile App,,72,N,N
CASE001502,20251026,ST009,2025-10-26 16:11:00,2025-10-26 17:11:00,Delay Compensation,Resolved,Medium,Station Desk,1,96,N,N
CASE001503,20251026,ST009,2025-10-26 17:29:00,2025-10-29 21:29:00,Service Disruption Complaint,Resolved,Medium,Station Desk,76,72,Y,N
CASE001504,20251026,ST001,2025-10-26 19:43:00,2025-11-02 06:43:00,Accessibility Assistance,Resolved,Medium,Contact Centre,155,12,Y,Y
CASE001505,20251026,ST001,2025-10-26 15:19:00,2025-10-29 01:19:00,Service Disruption Complaint,Resolved,High,Station Desk,58,72,N,N
CASE001506,20251027,ST014,2025-10-27 19:31:00,,Delay Compensation,Open,Medium,Station Desk,,96,N,N
CASE001507,20251027,ST006,2025-10-27 22:44:00,2025-10-27 23:44:00,Accessibility Assistance,Resolved,Medium,Email,1,12,N,N
CASE001508,20251027,ST005,2025-10-27 10:56:00,,Information Request,Pending Customer,High,Web Form,,24,N,Y
CASE001509,20251027,ST002,2025-10-27 20:35:00,,Service Disruption Complaint,Open,Medium,Email,,72,N,N
CASE001510,20251027,ST016,2025-10-27 13:03:00,2025-10-28 17:03:00,Delay Compensation,Resolved,Medium,Contact Centre,28,96,N,N
CASE001511,20251028,ST010,2025-10-28 22:01:00,2025-10-31 01:01:00,Ticketing / Refund,Resolved,Medium,Email,51,48,Y,N
CASE001512,20251028,ST008,2025-10-28 18:13:00,,Accessibility Assistance,Pending Customer,Urgent,Web Form,,12,N,N
CASE001513,20251028,ST013,2025-10-28 08:02:00,2025-10-31 21:02:00,Lost Property,Resolved,Medium,Station Desk,85,72,Y,N
CASE001514,20251028,ST010,2025-10-28 21:40:00,2025-11-05 16:40:00,Lost Property,Resolved,High,Mobile App,187,72,Y,N
CASE001515,20251028,ST013,2025-10-28 22:35:00,,Delay Compensation,Pending Customer,Urgent,Contact Centre,,96,N,N
CASE001516,20251029,ST007,2025-10-29 17:43:00,2025-11-02 00:43:00,Service Disruption Complaint,Resolved,Medium,Station Desk,79,72,Y,N
CASE001517,20251029,ST009,2025-10-29 10:26:00,2025-11-03 07:26:00,Ticketing / Refund,Resolved,Low,Web Form,117,48,Y,N
CASE001518,20251030,ST004,2025-10-30 07:47:00,2025-11-01 08:47:00,Lost Property,Resolved,Low,Station Desk,49,72,N,Y
CASE001519,20251030,ST014,2025-10-30 17:09:00,2025-10-30 18:09:00,Accessibility Assistance,Resolved,Low,Contact Centre,1,12,N,N
CASE001520,20251030,ST016,2025-10-30 09:44:00,2025-11-03 06:44:00,Lost Property,Resolved,Low,Email,93,72,Y,N
CASE001521,20251031,ST015,2025-10-31 21:48:00,2025-11-01 12:48:00,Accessibility Assistance,Resolved,Medium,Station Desk,15,12,Y,N
CASE001522,20251031,ST005,2025-10-31 15:33:00,2025-11-01 18:33:00,Ticketing / Refund,Resolved,Low,Web Form,27,48,N,N
CASE001523,20251031,ST008,2025-10-31 15:36:00,,Ticketing / Refund,Pending Customer,Medium,Web Form,,48,N,N
CASE001524,20251031,ST006,2025-10-31 15:48:00,,Ticketing / Refund,Pending Customer,High,Web Form,,48,N,N
CASE001525,20251031,ST006,2025-10-31 19:38:00,2025-11-03 02:38:00,Service Disruption Complaint,Resolved,High,Web Form,55,72,N,N
CASE001526,20251101,ST002,2025-11-01 18:45:00,,Information Request,Open,Medium,Web Form,,24,N,N
CASE001527,20251101,ST010,2025-11-01 08:57:00,2025-11-03 20:57:00,Lost Property,Resolved,Low,Email,60,72,N,N
CASE001528,20251101,ST014,2025-11-01 22:57:00,2025-11-11 02:57:00,Service Disruption Complaint,Resolved,Medium,Web Form,220,72,Y,N
CASE001529,20251101,ST002,2025-11-01 14:23:00,,Cleanliness Complaint,Pending Customer,Urgent,Contact Centre,,36,N,N
CASE001530,20251101,ST003,2025-11-01 20:01:00,,Cleanliness Complaint,Escalated,Urgent,Email,,36,N,N
CASE001531,20251101,ST010,2025-11-01 15:24:00,2025-11-02 07:24:00,Cleanliness Complaint,Resolved,Low,Station Desk,16,36,N,N
CASE001532,20251102,ST003,2025-11-02 20:20:00,2025-11-10 20:20:00,Delay Compensation,Resolved,Medium,Mobile App,192,96,Y,N
CASE001533,20251102,ST008,2025-11-02 20:33:00,2025-11-07 01:33:00,Ticketing / Refund,Resolved,Medium,Contact Centre,101,48,Y,N
CASE001534,20251102,ST004,2025-11-02 06:09:00,,Accessibility Assistance,Open,Medium,Contact Centre,,12,N,N
CASE001535,20251102,ST015,2025-11-02 18:59:00,2025-11-04 07:59:00,Ticketing / Refund,Resolved,Medium,Email,37,48,N,Y
CASE001536,20251102,ST009,2025-11-02 10:40:00,2025-11-06 18:40:00,Lost Property,Resolved,Low,Email,104,72,Y,N
CASE001537,20251102,ST004,2025-11-02 22:26:00,2025-11-03 14:26:00,Accessibility Assistance,Resolved,High,Email,16,12,Y,N
CASE001538,20251103,ST014,2025-11-03 10:16:00,2025-11-04 17:16:00,Staff Conduct,Resolved,High,Web Form,31,72,N,N
CASE001539,20251103,ST004,2025-11-03 11:20:00,,Accessibility Assistance,Pending Customer,Urgent,Web Form,,12,N,N
CASE001540,20251103,ST003,2025-11-03 15:43:00,,Information Request,Pending Customer,Medium,Contact Centre,,24,N,N
CASE001541,20251103,ST015,2025-11-03 10:15:00,2025-11-03 11:15:00,Service Disruption Complaint,Resolved,Low,Mobile App,1,72,N,N
CASE001542,20251103,ST010,2025-11-03 18:31:00,2025-11-09 14:31:00,Accessibility Assistance,Resolved,Medium,Email,140,12,Y,N
CASE001543,20251103,ST003,2025-11-03 17:00:00,2025-11-04 12:00:00,Service Disruption Complaint,Resolved,Urgent,Email,19,72,N,N
CASE001544,20251103,ST004,2025-11-03 07:06:00,2025-11-04 15:06:00,Information Request,Resolved,Low,Web Form,32,24,Y,N
CASE001545,20251103,ST012,2025-11-03 13:33:00,2025-11-06 12:33:00,Service Disruption Complaint,Resolved,Medium,Mobile App,71,72,N,N
CASE001546,20251104,ST007,2025-11-04 13:25:00,2025-11-08 16:25:00,Service Disruption Complaint,Resolved,Medium,Mobile App,99,72,Y,N
CASE001547,20251104,ST006,2025-11-04 11:22:00,2025-11-06 23:22:00,Service Disruption Complaint,Resolved,Medium,Web Form,60,72,N,N
CASE001548,20251104,ST004,2025-11-04 15:02:00,2025-11-06 12:02:00,Delay Compensation,Resolved,Medium,Station Desk,45,96,N,N
CASE001549,20251104,ST016,2025-11-04 17:53:00,2025-11-07 03:53:00,Delay Compensation,Resolved,Low,Station Desk,58,96,N,N
CASE001550,20251104,ST007,2025-11-04 07:49:00,2025-11-07 00:49:00,Staff Conduct,Resolved,Medium,Station Desk,65,72,N,N
CASE001551,20251105,ST004,2025-11-05 19:51:00,,Service Disruption Complaint,Open,Low,Contact Centre,,72,N,N
CASE001552,20251105,ST015,2025-11-05 10:36:00,2025-11-08 01:36:00,Service Disruption Complaint,Resolved,High,Station Desk,63,72,N,Y
CASE001553,20251105,ST009,2025-11-05 13:44:00,2025-11-10 01:44:00,Delay Compensation,Resolved,Medium,Contact Centre,108,96,Y,N
CASE001554,20251105,ST003,2025-11-05 13:21:00,2025-11-08 03:21:00,Delay Compensation,Resolved,Urgent,Station Desk,62,96,N,N
CASE001555,20251105,ST009,2025-11-05 11:49:00,2025-11-05 21:49:00,Service Disruption Complaint,Resolved,High,Contact Centre,10,72,N,N
CASE001556,20251105,ST011,2025-11-05 20:55:00,2025-11-08 05:55:00,Service Disruption Complaint,Resolved,Low,Station Desk,57,72,N,N
CASE001557,20251105,ST006,2025-11-05 20:52:00,,Service Disruption Complaint,Open,Medium,Web Form,,72,N,N
CASE001558,20251106,ST006,2025-11-06 09:45:00,2025-11-07 07:45:00,Information Request,Resolved,Medium,Web Form,22,24,N,N
CASE001559,20251106,ST004,2025-11-06 10:53:00,,Information Request,Pending Customer,Medium,Web Form,,24,N,N
CASE001560,20251106,ST012,2025-11-06 06:07:00,2025-11-06 20:07:00,Accessibility Assistance,Resolved,Low,Station Desk,14,12,Y,N
CASE001561,20251107,ST003,2025-11-07 19:47:00,,Delay Compensation,Open,Medium,Contact Centre,,96,N,N
CASE001562,20251107,ST006,2025-11-07 14:45:00,2025-11-08 01:45:00,Accessibility Assistance,Resolved,High,Contact Centre,11,12,N,N
CASE001563,20251107,ST006,2025-11-07 06:56:00,,Cleanliness Complaint,Pending Customer,Medium,Web Form,,36,N,N
CASE001564,20251108,ST003,2025-11-08 18:22:00,2025-11-08 20:22:00,Ticketing / Refund,Resolved,Urgent,Mobile App,2,48,N,Y
CASE001565,20251108,ST004,2025-11-08 14:06:00,2025-11-08 17:06:00,Cleanliness Complaint,Resolved,Medium,Station Desk,3,36,N,N
CASE001566,20251108,ST001,2025-11-08 20:51:00,2025-11-10 20:51:00,Service Disruption Complaint,Resolved,Medium,Mobile App,48,72,N,N
CASE001567,20251108,ST007,2025-11-08 15:15:00,2025-11-11 10:15:00,Cleanliness Complaint,Resolved,High,Station Desk,67,36,Y,N
CASE001568,20251108,ST001,2025-11-08 07:03:00,2025-11-08 11:03:00,Service Disruption Complaint,Resolved,Medium,Station Desk,4,72,N,N
CASE001569,20251108,ST008,2025-11-08 10:24:00,,Lost Property,Escalated,Medium,Station Desk,,72,N,N
CASE001570,20251108,ST010,2025-11-08 13:40:00,2025-11-11 07:40:00,Lost Property,Resolved,Medium,Station Desk,66,72,N,Y
CASE001571,20251109,ST002,2025-11-09 06:36:00,,Service Disruption Complaint,Open,Medium,Mobile App,,72,N,N
CASE001572,20251109,ST006,2025-11-09 13:33:00,2025-11-11 03:33:00,Delay Compensation,Resolved,Low,Web Form,38,96,N,Y
CASE001573,20251109,ST003,2025-11-09 07:45:00,2025-11-09 21:45:00,Service Disruption Complaint,Resolved,Medium,Mobile App,14,72,N,N
CASE001574,20251110,ST016,2025-11-10 06:22:00,2025-11-10 07:22:00,Staff Conduct,Resolved,Urgent,Mobile App,1,72,N,N
CASE001575,20251110,ST016,2025-11-10 10:55:00,2025-11-16 19:55:00,Service Disruption Complaint,Resolved,High,Web Form,153,72,Y,Y
CASE001576,20251110,ST016,2025-11-10 21:38:00,2025-11-11 18:38:00,Information Request,Resolved,Low,Mobile App,21,24,N,N
CASE001577,20251110,ST005,2025-11-10 21:48:00,,Delay Compensation,Pending Customer,Medium,Contact Centre,,96,N,Y
CASE001578,20251110,ST013,2025-11-10 20:47:00,,Cleanliness Complaint,Pending Customer,Low,Station Desk,,36,N,N
CASE001579,20251110,ST002,2025-11-10 11:05:00,,Accessibility Assistance,Pending Customer,Medium,Mobile App,,12,N,Y
CASE001580,20251110,ST007,2025-11-10 21:16:00,2025-11-15 08:16:00,Lost Property,Resolved,Low,Email,107,72,Y,N
CASE001581,20251111,ST004,2025-11-11 19:39:00,,Delay Compensation,Open,Medium,Contact Centre,,96,N,N
CASE001582,20251111,ST006,2025-11-11 20:13:00,2025-11-19 10:13:00,Ticketing / Refund,Resolved,Medium,Mobile App,182,48,Y,N
CASE001583,20251111,ST002,2025-11-11 22:37:00,,Cleanliness Complaint,Open,Medium,Email,,36,N,N
CASE001584,20251111,ST002,2025-11-11 08:34:00,2025-11-12 17:34:00,Service Disruption Complaint,Resolved,Medium,Mobile App,33,72,N,N
CASE001585,20251112,ST006,2025-11-12 22:59:00,2025-11-17 04:59:00,Staff Conduct,Resolved,High,Mobile App,102,72,Y,N
CASE001586,20251112,ST010,2025-11-12 21:37:00,2025-11-16 02:37:00,Service Disruption Complaint,Resolved,Medium,Email,77,72,Y,N
CASE001587,20251112,ST010,2025-11-12 09:54:00,,Lost Property,Pending Customer,High,Mobile App,,72,N,N
CASE001588,20251112,ST003,2025-11-12 17:01:00,,Service Disruption Complaint,Pending Customer,Low,Contact Centre,,72,N,N
CASE001589,20251112,ST007,2025-11-12 09:37:00,,Staff Conduct,Pending Customer,Low,Station Desk,,72,N,N
CASE001590,20251113,ST004,2025-11-13 08:39:00,2025-11-15 08:39:00,Staff Conduct,Resolved,Low,Contact Centre,48,72,N,N
CASE001591,20251113,ST001,2025-11-13 09:42:00,2025-11-14 01:42:00,Lost Property,Resolved,Medium,Email,16,72,N,N
CASE001592,20251113,ST004,2025-11-13 19:42:00,2025-11-16 01:42:00,Ticketing / Refund,Resolved,Medium,Web Form,54,48,Y,N
CASE001593,20251113,ST001,2025-11-13 11:10:00,2025-11-14 02:10:00,Information Request,Resolved,High,Web Form,15,24,N,N
CASE001594,20251113,ST001,2025-11-13 18:32:00,2025-11-16 22:32:00,Delay Compensation,Resolved,Low,Web Form,76,96,N,N
CASE001595,20251113,ST010,2025-11-13 07:25:00,,Accessibility Assistance,Pending Customer,Low,Mobile App,,12,N,N
CASE001596,20251114,ST015,2025-11-14 12:03:00,2025-11-20 15:03:00,Service Disruption Complaint,Resolved,Medium,Web Form,147,72,Y,N
CASE001597,20251114,ST001,2025-11-14 11:00:00,,Lost Property,Escalated,Low,Station Desk,,72,N,Y
CASE001598,20251114,ST012,2025-11-14 14:55:00,2025-11-20 13:55:00,Staff Conduct,Resolved,Medium,Contact Centre,143,72,Y,N
CASE001599,20251115,ST007,2025-11-15 21:04:00,2025-11-26 13:04:00,Staff Conduct,Resolved,Low,Mobile App,256,72,Y,N
CASE001600,20251115,ST012,2025-11-15 11:43:00,2025-11-16 12:43:00,Lost Property,Resolved,Medium,Email,25,72,N,N
CASE001601,20251115,ST001,2025-11-15 15:21:00,,Lost Property,Open,High,Mobile App,,72,N,N
CASE001602,20251115,ST007,2025-11-15 07:32:00,2025-11-21 18:32:00,Lost Property,Resolved,High,Web Form,155,72,Y,N
CASE001603,20251115,ST001,2025-11-15 13:54:00,2025-11-19 01:54:00,Delay Compensation,Resolved,Low,Email,84,96,N,N
CASE001604,20251115,ST007,2025-11-15 18:29:00,,Ticketing / Refund,Open,Low,Mobile App,,48,N,N
CASE001605,20251115,ST010,2025-11-15 08:17:00,2025-11-17 06:17:00,Ticketing / Refund,Resolved,Medium,Contact Centre,46,48,N,Y
CASE001606,20251115,ST002,2025-11-15 21:21:00,2025-11-16 10:21:00,Accessibility Assistance,Resolved,Medium,Email,13,12,Y,N
CASE001607,20251116,ST004,2025-11-16 19:35:00,2025-11-20 00:35:00,Lost Property,Resolved,Low,Web Form,77,72,Y,N
CASE001608,20251116,ST016,2025-11-16 19:59:00,,Delay Compensation,Open,Medium,Station Desk,,96,N,N
CASE001609,20251116,ST010,2025-11-16 18:54:00,2025-11-18 20:54:00,Ticketing / Refund,Resolved,Medium,Email,50,48,Y,Y
CASE001610,20251116,ST008,2025-11-16 09:37:00,2025-11-17 01:37:00,Information Request,Resolved,Urgent,Station Desk,16,24,N,N
CASE001611,20251116,ST001,2025-11-16 22:57:00,,Service Disruption Complaint,Pending Customer,Medium,Web Form,,72,N,Y
CASE001612,20251117,ST004,2025-11-17 08:16:00,2025-11-20 04:16:00,Staff Conduct,Resolved,Low,Email,68,72,N,N
CASE001613,20251117,ST001,2025-11-17 12:16:00,2025-11-17 22:16:00,Information Request,Resolved,Low,Email,10,24,N,N
CASE001614,20251117,ST008,2025-11-17 21:23:00,,Cleanliness Complaint,Pending Customer,Low,Mobile App,,36,N,N
CASE001615,20251117,ST013,2025-11-17 10:16:00,,Cleanliness Complaint,Pending Customer,Low,Web Form,,36,N,N
CASE001616,20251117,ST014,2025-11-17 11:46:00,2025-11-17 23:46:00,Information Request,Resolved,Medium,Contact Centre,12,24,N,N
