incident_id,date_key,station_id,incident_type_id,opened_at,first_response_at,resolved_at,status,severity,response_minutes,resolution_minutes,sla_response_breached_flag,sla_resolution_breached_flag,reported_channel,location_detail,operational_note,repeat_issue_flag
INC001048,20251019,ST012,IT010,2025-10-19 05:46:00,2025-10-19 06:00:00,,In Progress,Minor,14,,N,N,Station Desk,staffed gate line,linked to crowd control plan,N
INC001049,20251019,ST012,IT003,2025-10-19 15:41:00,2025-10-19 15:51:00,2025-10-20 13:07:00,Resolved,Minor,10,1286,N,Y,Control Room,platform stairs,seen in previous two weeks,N
INC001050,20251019,ST008,IT005,2025-10-19 16:38:00,2025-10-19 17:07:00,,Open,Major,29,,N,N,Supervisor Walkthrough,staffed gate line,temporary signage installed,N
INC001051,20251019,ST013,IT010,2025-10-19 11:53:00,2025-10-19 12:22:00,2025-10-20 15:37:00,Resolved,Moderate,29,1664,N,Y,Mobile Radio,main concourse,linked to crowd control plan,N
INC001052,20251020,ST001,IT009,2025-10-20 12:42:00,2025-10-20 13:52:00,2025-10-20 13:50:00,Resolved,Moderate,70,68,Y,N,Supervisor Walkthrough,bus interchange,linked to crowd control plan,N
INC001053,20251020,ST009,IT003,2025-10-20 18:01:00,2025-10-20 18:02:00,,Open,Moderate,1,,N,N,Supervisor Walkthrough,bus interchange,passenger assistance team notified,Y
INC001054,20251020,ST008,IT003,2025-10-20 20:55:00,2025-10-20 21:10:00,2025-10-21 15:07:00,Resolved,Moderate,15,1092,Y,Y,Supervisor Walkthrough,northbound platform,linked to crowd control plan,N
INC001055,20251021,ST009,IT006,2025-10-21 15:49:00,2025-10-21 16:19:00,2025-10-22 10:38:00,Resolved,Moderate,30,1129,Y,Y,Station Desk,staffed gate line,seen in previous two weeks,N
INC001056,20251021,ST013,IT002,2025-10-21 22:20:00,2025-10-21 22:25:00,2025-10-22 05:09:00,Resolved,Critical,5,409,N,Y,Supervisor Walkthrough,lift lobby,linked to crowd control plan,N
INC001057,20251021,ST006,IT002,2025-10-21 12:50:00,2025-10-21 13:01:00,,Open,Moderate,11,,Y,N,Station Desk,customer help point,requires facilities follow-up,N
INC001058,20251022,ST015,IT001,2025-10-22 08:06:00,2025-10-22 08:11:00,2025-10-22 12:43:00,Resolved,Moderate,5,277,N,Y,Supervisor Walkthrough,platform stairs,linked to crowd control plan,N
INC001059,20251022,ST007,IT010,2025-10-22 10:10:00,2025-10-22 10:43:00,2025-10-23 13:47:00,Resolved,Critical,33,1657,N,Y,Passenger Help Point,bus interchange,repeat complaint from morning peak,N
INC001060,20251022,ST008,IT002,2025-10-22 12:33:00,2025-10-22 13:57:00,2025-10-22 13:43:00,Resolved,Critical,84,70,Y,N,Passenger Help Point,ticket hall,linked to crowd control plan,N
INC001061,20251022,ST003,IT007,2025-10-22 19:52:00,2025-10-22 20:03:00,2025-10-22 20:45:00,Resolved,Major,11,53,N,N,Control Room,bus interchange,requires facilities follow-up,Y
INC001062,20251022,ST014,IT011,2025-10-22 17:00:00,2025-10-22 17:26:00,2025-10-23 06:43:00,Resolved,Critical,26,823,Y,Y,Mobile Radio,ticket hall,passenger assistance team notified,N
INC001063,20251023,ST009,IT006,2025-10-23 05:41:00,2025-10-23 06:11:00,,In Progress,Minor,30,,Y,N,Passenger Help Point,northbound platform,requires facilities follow-up,N
INC001064,20251023,ST001,IT002,2025-10-23 17:06:00,2025-10-23 18:04:00,2025-10-23 19:18:00,Resolved,Critical,58,132,Y,Y,Passenger Help Point,customer help point,repeat complaint from morning peak,N
INC001065,20251023,ST003,IT002,2025-10-23 12:29:00,2025-10-23 12:31:00,2025-10-24 12:17:00,Resolved,Major,2,1428,N,Y,Control Room,staffed gate line,reported by service controller,N
INC001066,20251023,ST005,IT003,2025-10-23 13:47:00,2025-10-23 14:01:00,2025-10-23 16:51:00,Resolved,Moderate,14,184,Y,N,Passenger Help Point,ticket hall,reported by service controller,N
INC001067,20251023,ST013,IT009,2025-10-23 22:22:00,2025-10-23 22:48:00,2025-10-24 17:58:00,Resolved,Major,26,1176,Y,Y,Control Room,main concourse,requires facilities follow-up,N
INC001068,20251023,ST003,IT007,2025-10-23 15:22:00,2025-10-23 15:42:00,2025-10-23 19:42:00,Resolved,Moderate,20,260,Y,Y,Supervisor Walkthrough,staffed gate line,temporary signage installed,N
INC001069,20251023,ST002,IT002,2025-10-23 22:26:00,2025-10-23 22:57:00,2025-10-23 22:46:00,Resolved,Critical,31,20,Y,N,Control Room,bus interchange,linked to crowd control plan,N
INC001070,20251023,ST002,IT004,2025-10-23 16:40:00,2025-10-23 16:47:00,2025-10-23 20:34:00,Resolved,Critical,7,234,Y,Y,Passenger Help Point,ticket hall,seen in previous two weeks,N
INC001071,20251024,ST006,IT001,2025-10-24 17:41:00,2025-10-24 17:54:00,2025-10-24 21:44:00,Resolved,Minor,13,243,Y,Y,Control Room,ticket hall,manual log entry from station desk,N
INC001072,20251024,ST007,IT002,2025-10-24 10:26:00,2025-10-24 10:29:00,,Open,Critical,3,,N,N,Control Room,lift lobby,repeat complaint from morning peak,N
INC001073,20251024,ST012,IT005,2025-10-24 22:05:00,2025-10-24 22:55:00,,In Progress,Major,50,,Y,N,Station Desk,customer help point,repeat complaint from morning peak,N
INC001074,20251024,ST002,IT007,2025-10-24 18:58:00,2025-10-24 19:30:00,,Open,Moderate,32,,Y,N,Control Room,lift lobby,reported by service controller,N
INC001075,20251024,ST015,IT002,2025-10-24 21:32:00,2025-10-24 21:41:00,2025-10-25 02:25:00,Resolved,Major,9,293,Y,Y,Supervisor Walkthrough,northbound platform,requires facilities follow-up,N
INC001076,20251024,ST007,IT011,2025-10-24 13:40:00,2025-10-24 13:58:00,2025-10-24 18:44:00,Resolved,Moderate,18,304,N,N,Passenger Help Point,staffed gate line,repeat complaint from morning peak,N
INC001077,20251024,ST002,IT005,2025-10-24 13:23:00,2025-10-24 14:10:00,2025-10-25 12:48:00,Resolved,Moderate,47,1405,Y,N,Supervisor Walkthrough,lift lobby,temporary signage installed,N
INC001078,20251024,ST003,IT005,2025-10-24 15:46:00,2025-10-24 15:50:00,2025-10-26 18:42:00,Resolved,Moderate,4,3056,N,Y,Control Room,northbound platform,manual log entry from station desk,N
INC001079,20251025,ST013,IT003,2025-10-25 05:53:00,2025-10-25 06:00:00,2025-10-25 07:17:00,Resolved,Major,7,84,N,N,Control Room,staffed gate line,repeat complaint from morning peak,N
INC001080,20251025,ST009,IT005,2025-10-25 14:54:00,2025-10-25 14:55:00,2025-10-27 01:07:00,Resolved,Moderate,1,2053,N,Y,Mobile Radio,customer help point,repeat complaint from morning peak,N
INC001081,20251026,ST003,IT001,2025-10-26 08:45:00,2025-10-26 08:54:00,2025-10-26 12:29:00,Resolved,Moderate,9,224,N,N,Passenger Help Point,bus interchange,temporary signage installed,N
INC001082,20251027,ST015,IT001,2025-10-27 18:22:00,2025-10-27 19:19:00,2025-10-28 00:46:00,Resolved,Major,57,384,Y,Y,Station Desk,bus interchange,seen in previous two weeks,N
INC001083,20251028,ST009,IT003,2025-10-28 14:08:00,2025-10-28 15:20:00,2025-10-29 03:38:00,Resolved,Critical,72,810,Y,Y,Mobile Radio,ticket hall,requires facilities follow-up,N
INC001084,20251028,ST007,IT009,2025-10-28 06:02:00,2025-10-28 06:20:00,2025-10-30 03:56:00,Resolved,Moderate,18,2754,N,Y,Supervisor Walkthrough,bus interchange,temporary signage installed,N
INC001085,20251028,ST015,IT001,2025-10-28 23:48:00,2025-10-29 00:06:00,,In Progress,Moderate,18,,Y,N,Passenger Help Point,main concourse,repeat complaint from morning peak,Y
INC001086,20251029,ST009,IT007,2025-10-29 17:30:00,2025-10-29 17:51:00,,Open,Minor,21,,Y,N,Passenger Help Point,ticket hall,reported by service controller,N
INC001087,20251029,ST004,IT011,2025-10-29 15:09:00,2025-10-29 15:20:00,2025-10-29 22:49:00,Resolved,Minor,11,460,N,N,Passenger Help Point,platform stairs,seen in previous two weeks,N
INC001088,20251029,ST007,IT001,2025-10-29 16:40:00,2025-10-29 16:48:00,2025-10-29 21:55:00,Resolved,Minor,8,315,N,Y,Passenger Help Point,customer help point,passenger assistance team notified,N
INC001089,20251029,ST009,IT012,2025-10-29 09:28:00,2025-10-29 10:16:00,2025-10-29 19:19:00,Resolved,Minor,48,591,Y,N,Station Desk,staffed gate line,passenger assistance team notified,N
INC001090,20251029,ST002,IT005,2025-10-29 23:26:00,2025-10-30 00:03:00,2025-10-30 19:03:00,Resolved,Critical,37,1177,Y,N,Control Room,platform stairs,reported by service controller,Y
INC001091,20251029,ST008,IT003,2025-10-29 22:04:00,2025-10-29 22:06:00,,In Progress,Moderate,2,,N,N,Station Desk,bus interchange,repeat complaint from morning peak,Y
INC001092,20251029,ST006,IT011,2025-10-29 06:31:00,2025-10-29 06:58:00,2025-10-29 18:48:00,Resolved,Critical,27,737,Y,Y,Control Room,ticket hall,reported by service controller,N
INC001093,20251029,ST004,IT005,2025-10-29 19:38:00,2025-10-29 20:15:00,2025-10-31 09:51:00,Resolved,Minor,37,2293,Y,Y,Control Room,staffed gate line,reported by service controller,N
INC001094,20251029,ST010,IT004,2025-10-29 14:16:00,2025-10-29 14:22:00,2025-10-29 17:20:00,Resolved,Critical,6,184,Y,Y,Control Room,customer help point,seen in previous two weeks,N
INC001095,20251030,ST014,IT007,2025-10-30 07:36:00,2025-10-30 07:54:00,,Open,Major,18,,Y,N,Control Room,staffed gate line,seen in previous two weeks,N
INC001096,20251030,ST001,IT007,2025-10-30 19:32:00,2025-10-30 20:52:00,2025-10-30 20:08:00,Resolved,Major,80,36,Y,N,Mobile Radio,bus interchange,linked to crowd control plan,N
INC001097,20251030,ST015,IT011,2025-10-30 22:00:00,2025-10-30 22:30:00,,Open,Moderate,30,,Y,N,Control Room,bus interchange,reported by service controller,N
INC001098,20251030,ST013,IT003,2025-10-30 07:35:00,2025-10-30 07:36:00,2025-10-30 16:52:00,Resolved,Major,1,557,N,Y,Mobile Radio,bus interchange,passenger assistance team notified,N
INC001099,20251031,ST007,IT010,2025-10-31 06:51:00,2025-10-31 07:07:00,2025-11-01 10:38:00,Resolved,Moderate,16,1667,N,Y,Supervisor Walkthrough,ticket hall,passenger assistance team notified,N
INC001100,20251031,ST004,IT008,2025-10-31 05:09:00,2025-10-31 05:28:00,2025-10-31 22:52:00,Resolved,Moderate,19,1063,Y,Y,Control Room,lift lobby,repeat complaint from morning peak,N
INC001101,20251031,ST013,IT001,2025-10-31 10:07:00,2025-10-31 10:17:00,,In Progress,Moderate,10,,N,N,Supervisor Walkthrough,staffed gate line,requires facilities follow-up,N
INC001102,20251031,ST005,IT007,2025-10-31 10:38:00,2025-10-31 10:39:00,,Open,Moderate,1,,N,N,Control Room,lift lobby,linked to crowd control plan,N
INC001103,20251031,ST004,IT006,2025-10-31 20:59:00,2025-10-31 21:27:00,,Escalated,Minor,28,,Y,N,Mobile Radio,customer help point,linked to crowd control plan,N
INC001104,20251101,ST007,IT002,2025-11-01 06:00:00,2025-11-01 06:01:00,2025-11-01 07:32:00,Resolved,Critical,1,92,N,N,Mobile Radio,customer help point,linked to crowd control plan,N
INC001105,20251101,ST004,IT010,2025-11-01 07:31:00,2025-11-01 08:47:00,,Open,Moderate,76,,Y,N,Passenger Help Point,staffed gate line,passenger assistance team notified,N
INC001106,20251102,ST004,IT005,2025-11-02 12:34:00,2025-11-02 12:36:00,2025-11-03 15:38:00,Resolved,Moderate,2,1624,N,Y,Mobile Radio,main concourse,linked to crowd control plan,N
INC001107,20251103,ST014,IT002,2025-11-03 13:13:00,2025-11-03 14:29:00,2025-11-03 16:00:00,Resolved,Minor,76,167,Y,Y,Passenger Help Point,staffed gate line,passenger assistance team notified,N
INC001108,20251103,ST010,IT003,2025-11-03 06:00:00,2025-11-03 06:04:00,2025-11-03 08:38:00,Resolved,Critical,4,158,N,N,Mobile Radio,bus interchange,reported by service controller,N
INC001109,20251103,ST003,IT003,2025-11-03 09:34:00,2025-11-03 09:40:00,2025-11-03 13:52:00,Resolved,Major,6,258,N,N,Station Desk,customer help point,repeat complaint from morning peak,N
INC001110,20251103,ST013,IT005,2025-11-03 23:25:00,2025-11-03 23:48:00,,Open,Minor,23,,N,N,Mobile Radio,lift lobby,requires facilities follow-up,N
INC001111,20251103,ST003,IT002,2025-11-03 07:09:00,2025-11-03 07:10:00,2025-11-03 08:07:00,Resolved,Critical,1,58,N,N,Mobile Radio,platform stairs,requires facilities follow-up,N
INC001112,20251103,ST003,IT006,2025-11-03 15:11:00,2025-11-03 15:38:00,2025-11-04 20:45:00,Resolved,Major,27,1774,Y,Y,Supervisor Walkthrough,customer help point,linked to crowd control plan,N
INC001113,20251104,ST013,IT002,2025-11-04 07:37:00,2025-11-04 07:38:00,2025-11-04 09:58:00,Resolved,Moderate,1,141,N,Y,Mobile Radio,platform stairs,temporary signage installed,N
INC001114,20251104,ST010,IT005,2025-11-04 19:10:00,2025-11-04 19:19:00,2025-11-07 12:36:00,Resolved,Critical,9,3926,N,Y,Passenger Help Point,ticket hall,reported by service controller,N
INC001115,20251104,ST010,IT003,2025-11-04 09:42:00,2025-11-04 09:52:00,2025-11-04 17:58:00,Resolved,Major,10,496,N,Y,Mobile Radio,platform stairs,linked to crowd control plan,N
INC001116,20251105,ST016,IT009,2025-11-05 06:23:00,2025-11-05 06:49:00,2025-11-06 10:54:00,Resolved,Minor,26,1711,Y,Y,Passenger Help Point,main concourse,passenger assistance team notified,N
INC001117,20251106,ST002,IT002,2025-11-06 18:36:00,2025-11-06 18:44:00,,In Progress,Critical,8,,Y,N,Control Room,bus interchange,requires facilities follow-up,N
INC001118,20251106,ST004,IT009,2025-11-06 14:24:00,2025-11-06 15:00:00,2025-11-07 04:44:00,Resolved,Minor,36,860,Y,Y,Station Desk,platform stairs,seen in previous two weeks,N
INC001119,20251106,ST015,IT009,2025-11-06 23:21:00,2025-11-06 23:42:00,2025-11-06 23:41:00,Resolved,Minor,21,20,N,N,Control Room,bus interchange,passenger assistance team notified,N
INC001120,20251106,ST001,IT003,2025-11-06 19:53:00,2025-11-06 20:09:00,2025-11-06 20:13:00,Resolved,Major,16,20,Y,N,Supervisor Walkthrough,ticket hall,temporary signage installed,Y
INC001121,20251106,ST014,IT009,2025-11-06 14:13:00,2025-11-06 14:36:00,2025-11-06 17:07:00,Resolved,Moderate,23,174,N,N,Supervisor Walkthrough,ticket hall,reported by service controller,N
INC001122,20251106,ST014,IT006,2025-11-06 08:11:00,2025-11-06 08:12:00,2025-11-07 08:44:00,Resolved,Major,1,1473,N,Y,Mobile Radio,platform stairs,reported by service controller,N
INC001123,20251107,ST002,IT012,2025-11-07 06:45:00,2025-11-07 08:06:00,,In Progress,Critical,81,,Y,N,Station Desk,lift lobby,requires facilities follow-up,Y
INC001124,20251107,ST003,IT009,2025-11-07 13:30:00,2025-11-07 13:59:00,2025-11-08 00:18:00,Resolved,Critical,29,648,Y,N,Passenger Help Point,northbound platform,temporary signage installed,N
INC001125,20251107,ST010,IT005,2025-11-07 06:38:00,2025-11-07 07:40:00,2025-11-08 17:10:00,Resolved,Moderate,62,2072,Y,Y,Supervisor Walkthrough,staffed gate line,seen in previous two weeks,N
INC001126,20251107,ST015,IT006,2025-11-07 21:50:00,2025-11-07 22:21:00,2025-11-08 06:05:00,Resolved,Major,31,495,Y,N,Passenger Help Point,main concourse,linked to crowd control plan,N
INC001127,20251107,ST012,IT009,2025-11-07 23:30:00,2025-11-07 23:43:00,2025-11-08 00:42:00,Resolved,Critical,13,72,N,N,Mobile Radio,main concourse,seen in previous two weeks,N
INC001128,20251107,ST001,IT011,2025-11-07 09:26:00,2025-11-07 09:45:00,2025-11-08 03:38:00,Resolved,Moderate,19,1092,N,Y,Supervisor Walkthrough,main concourse,seen in previous two weeks,N
INC001129,20251108,ST002,IT007,2025-11-08 20:36:00,2025-11-08 20:46:00,2025-11-09 03:12:00,Resolved,Moderate,10,396,N,Y,Control Room,customer help point,reported by service controller,N
INC001130,20251108,ST012,IT005,2025-11-08 22:10:00,2025-11-08 22:21:00,,Escalated,Major,11,,N,N,Station Desk,customer help point,linked to crowd control plan,N
INC001131,20251108,ST002,IT001,2025-11-08 13:04:00,2025-11-08 14:20:00,,In Progress,Major,76,,Y,N,Control Room,bus interchange,reported by service controller,N
INC001132,20251108,ST007,IT011,2025-11-08 23:46:00,2025-11-08 23:53:00,2025-11-09 01:29:00,Resolved,Major,7,103,N,N,Supervisor Walkthrough,northbound platform,passenger assistance team notified,N
INC001133,20251109,ST005,IT002,2025-11-09 22:43:00,2025-11-09 22:47:00,2025-11-10 02:19:00,Resolved,Critical,4,216,N,Y,Supervisor Walkthrough,staffed gate line,passenger assistance team notified,N
INC001134,20251110,ST012,IT011,2025-11-10 06:00:00,2025-11-10 06:38:00,2025-11-11 14:52:00,Resolved,Moderate,38,1972,Y,Y,Supervisor Walkthrough,lift lobby,linked to crowd control plan,N
INC001135,20251110,ST012,IT001,2025-11-10 17:28:00,2025-11-10 17:44:00,2025-11-10 23:37:00,Resolved,Major,16,369,Y,Y,Mobile Radio,staffed gate line,passenger assistance team notified,N
INC001136,20251110,ST006,IT010,2025-11-10 16:32:00,2025-11-10 17:29:00,2025-11-10 23:41:00,Resolved,Minor,57,429,Y,N,Supervisor Walkthrough,main concourse,requires facilities follow-up,N
INC001137,20251110,ST005,IT005,2025-11-10 18:43:00,2025-11-10 18:58:00,2025-11-12 02:06:00,Resolved,Minor,15,1883,N,Y,Passenger Help Point,northbound platform,reported by service controller,N
INC001138,20251110,ST012,IT003,2025-11-10 13:59:00,2025-11-10 14:14:00,2025-11-11 03:32:00,Resolved,Moderate,15,813,Y,Y,Control Room,northbound platform,manual log entry from station desk,N
INC001139,20251110,ST014,IT002,2025-11-10 19:00:00,2025-11-10 19:08:00,,Escalated,Critical,8,,Y,N,Passenger Help Point,northbound platform,seen in previous two weeks,N
INC001140,20251111,ST003,IT003,2025-11-11 23:56:00,2025-11-12 01:20:00,2025-11-12 04:47:00,Resolved,Moderate,84,291,Y,N,Supervisor Walkthrough,main concourse,reported by service controller,N
INC001141,20251111,ST001,IT001,2025-11-11 16:45:00,2025-11-11 16:56:00,2025-11-11 19:44:00,Resolved,Critical,11,179,N,N,Passenger Help Point,customer help point,seen in previous two weeks,N
INC001142,20251111,ST013,IT007,2025-11-11 08:18:00,2025-11-11 08:26:00,2025-11-11 09:15:00,Resolved,Major,8,57,N,N,Mobile Radio,bus interchange,reported by service controller,Y
INC001143,20251112,ST006,IT009,2025-11-12 07:12:00,2025-11-12 09:14:00,2025-11-12 16:45:00,Resolved,Major,122,573,Y,N,Supervisor Walkthrough,staffed gate line,reported by service controller,N
INC001144,20251112,ST008,IT001,2025-11-12 05:55:00,2025-11-12 05:56:00,2025-11-12 09:13:00,Resolved,Critical,1,198,N,N,Supervisor Walkthrough,customer help point,seen in previous two weeks,N
INC001145,20251112,ST004,IT005,2025-11-12 18:22:00,2025-11-12 18:29:00,2025-11-13 23:17:00,Resolved,Moderate,7,1735,N,Y,Station Desk,platform stairs,temporary signage installed,N
INC001146,20251112,ST008,IT009,2025-11-12 21:38:00,2025-11-12 21:40:00,2025-11-12 22:50:00,Resolved,Major,2,72,N,N,Control Room,northbound platform,requires facilities follow-up,N
INC001147,20251113,ST016,IT009,2025-11-13 15:40:00,2025-11-13 16:09:00,2025-11-14 03:46:00,Resolved,Moderate,29,726,Y,Y,Passenger Help Point,bus interchange,passenger assistance team notified,N
INC001148,20251113,ST009,IT001,2025-11-13 21:22:00,2025-11-13 21:33:00,2025-11-14 01:09:00,Resolved,Moderate,11,227,N,N,Station Desk,customer help point,linked to crowd control plan,N
INC001149,20251113,ST006,IT012,2025-11-13 11:39:00,2025-11-13 11:50:00,2025-11-13 18:39:00,Resolved,Critical,11,420,N,N,Supervisor Walkthrough,customer help point,temporary signage installed,N
INC001150,20251113,ST001,IT001,2025-11-13 13:33:00,2025-11-13 13:34:00,2025-11-14 06:12:00,Resolved,Major,1,999,N,Y,Control Room,main concourse,seen in previous two weeks,N
INC001151,20251114,ST008,IT009,2025-11-14 12:08:00,2025-11-14 12:18:00,2025-11-14 15:24:00,Resolved,Moderate,10,196,N,N,Station Desk,main concourse,repeat complaint from morning peak,N
INC001152,20251114,ST011,IT005,2025-11-14 20:53:00,2025-11-14 21:36:00,2025-11-15 21:18:00,Resolved,Minor,43,1465,Y,Y,Passenger Help Point,platform stairs,seen in previous two weeks,N
INC001153,20251114,ST001,IT010,2025-11-14 20:56:00,2025-11-14 21:48:00,2025-11-15 03:38:00,Resolved,Moderate,52,402,Y,N,Passenger Help Point,bus interchange,manual log entry from station desk,Y
INC001154,20251114,ST013,IT001,2025-11-14 14:22:00,2025-11-14 14:46:00,2025-11-14 20:14:00,Resolved,Minor,24,352,Y,Y,Station Desk,customer help point,repeat complaint from morning peak,Y
INC001155,20251114,ST016,IT001,2025-11-14 18:26:00,2025-11-14 18:31:00,2025-11-14 21:46:00,Resolved,Moderate,5,200,N,N,Passenger Help Point,northbound platform,temporary signage installed,N
