response_id,source_type,source_id,station_id,date_key,acknowledged_minutes,dispatch_minutes,site_arrival_minutes,resolution_minutes,sla_breached_flag
RT002548,Support Case,CASE002242,ST006,20260323,360,,,60,N
RT002549,Support Case,CASE002246,ST007,20260323,1980,,,3300,N
RT002550,Support Case,CASE002247,ST015,20260323,840,,,,N
RT002551,Support Case,CASE002248,ST010,20260324,1140,,,2400,N
RT002552,Support Case,CASE002249,ST002,20260324,2040,,,3180,Y
RT002553,Support Case,CASE002251,ST014,20260324,720,,,,N
RT002554,Support Case,CASE002253,ST002,20260325,840,,,,N
RT002555,Support Case,CASE002255,ST002,20260325,1920,,,4620,N
RT002556,Support Case,CASE002256,ST006,20260325,2160,,,9720,Y
RT002557,Support Case,CASE002267,ST016,20260327,120,,,960,N
RT002558,Support Case,CASE002269,ST011,20260327,120,,,2280,N
RT002559,Support Case,CASE002279,ST007,20260330,60,,,,N
RT002560,Support Case,CASE002282,ST012,20260330,1620,,,,N
RT002561,Support Case,CASE002285,ST007,20260331,1560,,,3240,N
RT002562,Support Case,CASE002290,ST014,20260401,2160,,,2820,N
RT002563,Support Case,CASE002296,ST007,20260402,1860,,,,N
RT002564,Support Case,CASE002297,ST004,20260402,1140,,,2880,N
RT002565,Support Case,CASE002304,ST001,20260403,540,,,2580,N
RT002566,Support Case,CASE002307,ST010,20260404,720,,,600,N
RT002567,Support Case,CASE002309,ST001,20260404,1080,,,,N
RT002568,Support Case,CASE002326,ST003,20260407,1080,,,,N
RT002569,Support Case,CASE002327,ST010,20260408,2100,,,6060,Y
RT002570,Support Case,CASE002328,ST006,20260408,660,,,3360,Y
RT002571,Support Case,CASE002330,ST001,20260408,1860,,,2280,N
RT002572,Support Case,CASE002331,ST001,20260409,660,,,3420,N
RT002573,Support Case,CASE002332,ST006,20260409,1980,,,1200,N
RT002574,Support Case,CASE002335,ST012,20260409,540,,,11220,Y
RT002575,Support Case,CASE002342,ST007,20260410,360,,,1680,N
RT002576,Support Case,CASE002343,ST010,20260410,1740,,,240,N
RT002577,Support Case,CASE002344,ST016,20260411,1320,,,3660,N
RT002578,Support Case,CASE002346,ST002,20260411,360,,,2700,N
RT002579,Support Case,CASE002348,ST015,20260411,60,,,2340,N
RT002580,Support Case,CASE002349,ST015,20260412,1320,,,900,N
RT002581,Support Case,CASE002351,ST006,20260412,1740,,,540,N
RT002582,Support Case,CASE002352,ST001,20260412,2040,,,,N
RT002583,Support Case,CASE002353,ST008,20260413,1200,,,1440,N
RT002584,Support Case,CASE002356,ST006,20260413,1740,,,10260,Y
RT002585,Support Case,CASE002357,ST003,20260413,2040,,,2700,N
RT002586,Support Case,CASE002358,ST016,20260413,1260,,,7800,Y
RT002587,Support Case,CASE002360,ST010,20260414,1080,,,,N
RT002588,Support Case,CASE002362,ST006,20260414,1080,,,60,N
RT002589,Support Case,CASE002363,ST016,20260414,1380,,,1620,Y
RT002590,Support Case,CASE002364,ST007,20260414,720,,,3420,N
RT002591,Support Case,CASE002366,ST015,20260415,960,,,5280,Y
RT002592,Support Case,CASE002373,ST003,20260416,240,,,780,Y
RT002593,Support Case,CASE002378,ST014,20260417,1860,,,,N
RT002594,Support Case,CASE002380,ST002,20260417,1500,,,3660,Y
RT002595,Support Case,CASE002390,ST013,20260420,1260,,,10680,Y
RT002596,Support Case,CASE002391,ST006,20260420,480,,,,N
RT002597,Support Case,CASE002397,ST004,20260421,1800,,,5460,Y
RT002598,Support Case,CASE002402,ST010,20260421,60,,,,N
RT002599,Support Case,CASE002409,ST016,20260423,1380,,,,N
RT002600,Support Case,CASE002412,ST006,20260423,1380,,,1560,N
RT002601,Support Case,CASE002413,ST005,20260424,780,,,2820,N
RT002602,Support Case,CASE002414,ST011,20260424,240,,,,N
RT002603,Support Case,CASE002415,ST001,20260424,1920,,,1620,Y
RT002604,Support Case,CASE002421,ST001,20260426,1800,,,7980,Y
RT002605,Support Case,CASE002427,ST003,20260427,660,,,7140,Y
RT002606,Support Case,CASE002431,ST002,20260427,900,,,,N
RT002607,Support Case,CASE002437,ST009,20260429,240,,,240,N
